0;0
1;4487
2;8877
3;13075
4;16996
5;20565
6;23722
7;26423
8;28642
9;30370
10;31615
11;32401
12;32767
13;32759
14;32435
15;31856
16;31086
17;30186
18;29215
19;28227
20;27267
21;26374
22;25575
23;24892
24;24335
25;23909
26;23610
27;23428
28;23349
29;23354
30;23420
31;23523
32;23636
33;23731
34;23782
35;23759
36;23637
37;23391
38;22997
39;22438
40;21697
41;20765
42;19638
43;18317
44;16810
45;15132
46;13304
47;11353
48;9312
49;7216
50;5102
51;3011
52;981
53;-952
54;-2758
55;-4408
56;-5882
57;-7165
58;-8250
59;-9136
60;-9829
61;-10338
62;-10680
63;-10871
64;-10930
65;-10877
66;-10730
67;-10504
68;-10214
69;-9869
70;-9477
71;-9042
72;-8566
73;-8047
74;-7485
75;-6877
76;-6222
77;-5518
78;-4766
79;-3970
80;-3133
81;-2262
82;-1364
83;-450
84;471
85;1389
86;2294
87;3178
88;4031
89;4849
90;5627
91;6362
92;7054
93;7703
94;8311
95;8881
96;9417
97;9921
98;10398
99;10850
100;11281
101;11692
102;12084
103;12457
104;12809
105;13139
106;13442
107;13715
108;13951
109;14143
110;14284
111;14364
112;14374
113;14303
114;14141
115;13878
116;13504
117;13012
118;12394
119;11647
120;10769
121;9763
122;8633
123;7390
124;6044
125;4612
126;3113
127;1568
128;0
129;-1568
130;-3113
131;-4612
132;-6044
133;-7390
134;-8633
135;-9763
136;-10769
137;-11647
138;-12394
139;-13012
140;-13504
141;-13878
142;-14141
143;-14303
144;-14374
145;-14364
146;-14284
147;-14143
148;-13951
149;-13715
150;-13442
151;-13139
152;-12809
153;-12457
154;-12084
155;-11692
156;-11281
157;-10850
158;-10398
159;-9921
160;-9417
161;-8881
162;-8311
163;-7703
164;-7054
165;-6362
166;-5627
167;-4849
168;-4031
169;-3178
170;-2294
171;-1389
172;-471
173;450
174;1364
175;2262
176;3133
177;3970
178;4766
179;5518
180;6222
181;6877
182;7485
183;8047
184;8566
185;9042
186;9477
187;9869
188;10214
189;10504
190;10730
191;10877
192;10930
193;10871
194;10680
195;10338
196;9829
197;9136
198;8250
199;7165
200;5882
201;4408
202;2758
203;952
204;-981
205;-3011
206;-5102
207;-7216
208;-9312
209;-11353
210;-13304
211;-15132
212;-16810
213;-18317
214;-19638
215;-20765
216;-21697
217;-22438
218;-22997
219;-23391
220;-23637
221;-23759
222;-23782
223;-23731
224;-23636
225;-23523
226;-23420
227;-23354
228;-23349
229;-23428
230;-23610
231;-23909
232;-24335
233;-24892
234;-25575
235;-26374
236;-27267
237;-28227
238;-29215
239;-30186
240;-31086
241;-31856
242;-32435
243;-32759
244;-32767
245;-32401
246;-31615
247;-30370
248;-28642
249;-26423
250;-23722
251;-20565
252;-16996
253;-13075
254;-8877
255;-4487
