0;0
1;3895
2;7712
3;11376
4;14820
5;17988
6;20837
7;23337
8;25475
9;27252
10;28684
11;29798
12;30629
13;31220
14;31617
15;31867
16;32013
17;32094
18;32144
19;32187
20;32240
21;32312
22;32403
23;32508
24;32614
25;32706
26;32764
27;32767
28;32692
29;32520
30;32232
31;31811
32;31243
33;30520
34;29636
35;28591
36;27391
37;26046
38;24569
39;22983
40;21312
41;19584
42;17831
43;16087
44;14386
45;12761
46;11242
47;9854
48;8617
49;7544
50;6640
51;5902
52;5318
53;4869
54;4530
55;4271
56;4060
57;3862
58;3646
59;3384
60;3053
61;2637
62;2127
63;1524
64;836
65;79
66;-724
67;-1548
68;-2362
69;-3134
70;-3832
71;-4429
72;-4897
73;-5215
74;-5368
75;-5343
76;-5138
77;-4751
78;-4189
79;-3461
80;-2581
81;-1567
82;-438
83;783
84;2075
85;3412
86;4770
87;6123
88;7445
89;8714
90;9905
91;10998
92;11976
93;12824
94;13532
95;14094
96;14509
97;14782
98;14923
99;14944
100;14864
101;14703
102;14482
103;14223
104;13948
105;13674
106;13416
107;13185
108;12987
109;12822
110;12684
111;12564
112;12447
113;12317
114;12155
115;11940
116;11653
117;11278
118;10798
119;10203
120;9485
121;8643
122;7678
123;6598
124;5414
125;4142
126;2801
127;1412
128;0
129;-1412
130;-2801
131;-4142
132;-5414
133;-6598
134;-7678
135;-8643
136;-9485
137;-10203
138;-10798
139;-11278
140;-11653
141;-11940
142;-12155
143;-12317
144;-12447
145;-12564
146;-12684
147;-12822
148;-12987
149;-13185
150;-13416
151;-13674
152;-13948
153;-14223
154;-14482
155;-14703
156;-14864
157;-14944
158;-14923
159;-14782
160;-14509
161;-14094
162;-13532
163;-12824
164;-11976
165;-10998
166;-9905
167;-8714
168;-7445
169;-6123
170;-4770
171;-3412
172;-2075
173;-783
174;438
175;1567
176;2581
177;3461
178;4189
179;4751
180;5138
181;5343
182;5368
183;5215
184;4897
185;4429
186;3832
187;3134
188;2362
189;1548
190;724
191;-79
192;-836
193;-1524
194;-2127
195;-2637
196;-3053
197;-3384
198;-3646
199;-3862
200;-4060
201;-4271
202;-4530
203;-4869
204;-5318
205;-5902
206;-6640
207;-7544
208;-8617
209;-9854
210;-11242
211;-12761
212;-14386
213;-16087
214;-17831
215;-19584
216;-21312
217;-22983
218;-24569
219;-26046
220;-27391
221;-28591
222;-29636
223;-30520
224;-31243
225;-31811
226;-32232
227;-32520
228;-32692
229;-32767
230;-32764
231;-32706
232;-32614
233;-32508
234;-32403
235;-32312
236;-32240
237;-32187
238;-32144
239;-32094
240;-32013
241;-31867
242;-31617
243;-31220
244;-30629
245;-29798
246;-28684
247;-27252
248;-25475
249;-23337
250;-20837
251;-17988
252;-14820
253;-11376
254;-7712
255;-3895
