0;0
1;2279
2;4545
3;6787
4;8993
5;11150
6;13247
7;15274
8;17222
9;19080
10;20841
11;22496
12;24040
13;25468
14;26773
15;27953
16;29005
17;29927
18;30718
19;31378
20;31908
21;32310
22;32585
23;32736
24;32767
25;32681
26;32482
27;32176
28;31767
29;31260
30;30661
31;29976
32;29210
33;28369
34;27459
35;26486
36;25457
37;24377
38;23253
39;22090
40;20895
41;19673
42;18431
43;17174
44;15908
45;14638
46;13369
47;12106
48;10854
49;9616
50;8398
51;7202
52;6032
53;4890
54;3779
55;2700
56;1657
57;648
58;-322
59;-1257
60;-2156
61;-3017
62;-3842
63;-4632
64;-5387
65;-6109
66;-6799
67;-7457
68;-8085
69;-8684
70;-9255
71;-9799
72;-10318
73;-10811
74;-11279
75;-11723
76;-12142
77;-12538
78;-12909
79;-13256
80;-13579
81;-13876
82;-14149
83;-14396
84;-14618
85;-14813
86;-14983
87;-15125
88;-15242
89;-15331
90;-15395
91;-15432
92;-15444
93;-15430
94;-15391
95;-15328
96;-15240
97;-15129
98;-14995
99;-14838
100;-14658
101;-14456
102;-14232
103;-13985
104;-13716
105;-13423
106;-13108
107;-12768
108;-12404
109;-12016
110;-11601
111;-11161
112;-10694
113;-10200
114;-9678
115;-9130
116;-8555
117;-7953
118;-7325
119;-6672
120;-5996
121;-5298
122;-4581
123;-3845
124;-3095
125;-2332
126;-1560
127;-781
128;0
129;781
130;1560
131;2332
132;3095
133;3845
134;4581
135;5298
136;5996
137;6672
138;7325
139;7953
140;8555
141;9130
142;9678
143;10200
144;10694
145;11161
146;11601
147;12016
148;12404
149;12768
150;13108
151;13423
152;13716
153;13985
154;14232
155;14456
156;14658
157;14838
158;14995
159;15129
160;15240
161;15328
162;15391
163;15430
164;15444
165;15432
166;15395
167;15331
168;15242
169;15125
170;14983
171;14813
172;14618
173;14396
174;14149
175;13876
176;13579
177;13256
178;12909
179;12538
180;12142
181;11723
182;11279
183;10811
184;10318
185;9799
186;9255
187;8684
188;8085
189;7457
190;6799
191;6109
192;5387
193;4632
194;3842
195;3017
196;2156
197;1257
198;322
199;-648
200;-1657
201;-2700
202;-3779
203;-4890
204;-6032
205;-7202
206;-8398
207;-9616
208;-10854
209;-12106
210;-13369
211;-14638
212;-15908
213;-17174
214;-18431
215;-19673
216;-20895
217;-22090
218;-23253
219;-24377
220;-25457
221;-26486
222;-27459
223;-28369
224;-29210
225;-29976
226;-30661
227;-31260
228;-31767
229;-32176
230;-32482
231;-32681
232;-32767
233;-32736
234;-32585
235;-32310
236;-31908
237;-31378
238;-30718
239;-29927
240;-29005
241;-27953
242;-26773
243;-25468
244;-24040
245;-22496
246;-20841
247;-19080
248;-17222
249;-15274
250;-13247
251;-11150
252;-8993
253;-6787
254;-4545
255;-2279
