0;21
1;1669
2;3147
3;4523
4;5819
5;7046
6;8210
7;9318
8;10389
9;11412
10;12397
11;13339
12;14231
13;15110
14;15952
15;16757
16;17541
17;18284
18;19004
19;19719
20;20391
21;21037
22;21657
23;22252
24;22838
25;23399
26;23932
27;24457
28;24955
29;25427
30;25889
31;26342
32;26768
33;27168
34;27558
35;27938
36;28293
37;28638
38;28958
39;29281
40;29568
41;29856
42;30121
43;30376
44;30609
45;30832
46;31044
47;31246
48;31427
49;31606
50;31759
51;31908
52;32047
53;32168
54;32279
55;32378
56;32463
57;32542
58;32606
59;32659
60;32702
61;32735
62;32755
63;32766
64;32767
65;32756
66;32735
67;32703
68;32660
69;32605
70;32537
71;32461
72;32370
73;32265
74;32152
75;32023
76;31877
77;31720
78;31550
79;31368
80;31168
81;30956
82;30724
83;30479
84;30214
85;29944
86;29644
87;29330
88;29003
89;28664
90;28290
91;27914
92;27513
93;27088
94;26648
95;26183
96;25704
97;25198
98;24678
99;24131
100;23571
101;22982
102;22380
103;21750
104;21090
105;20418
106;19716
107;19001
108;18257
109;17483
110;16697
111;15899
112;15073
113;14217
114;13350
115;12455
116;11550
117;10617
118;9676
119;8727
120;7751
121;6769
122;5762
123;4769
124;3753
125;2733
126;1711
127;668
128;-355
129;-1379
130;-2401
131;-3422
132;-4439
133;-5453
134;-6442
135;-7426
136;-8404
137;-9356
138;-10319
139;-11236
140;-12144
141;-13043
142;-13913
143;-14772
144;-15603
145;-16405
146;-17196
147;-17974
148;-18723
149;-19442
150;-20149
151;-20827
152;-21477
153;-22113
154;-22735
155;-23330
156;-23896
157;-24449
158;-24974
159;-25473
160;-25971
161;-26430
162;-26876
163;-27309
164;-27716
165;-28099
166;-28479
167;-28826
168;-29159
169;-29480
170;-29778
171;-30064
172;-30336
173;-30588
174;-30820
175;-31047
176;-31247
177;-31442
178;-31619
179;-31784
180;-31932
181;-32068
182;-32193
183;-32302
184;-32400
185;-32487
186;-32560
187;-32622
188;-32673
189;-32713
190;-32741
191;-32759
192;-32767
193;-32763
194;-32749
195;-32724
196;-32691
197;-32645
198;-32585
199;-32518
200;-32436
201;-32348
202;-32245
203;-32125
204;-32000
205;-31858
206;-31713
207;-31549
208;-31366
209;-31181
210;-30977
211;-30761
212;-30525
213;-30288
214;-30030
215;-29760
216;-29469
217;-29166
218;-28853
219;-28515
220;-28167
221;-27809
222;-27425
223;-27032
224;-26628
225;-26199
226;-25744
227;-25279
228;-24787
229;-24286
230;-23758
231;-23222
232;-22660
233;-22071
234;-21474
235;-20833
236;-20185
237;-19512
238;-18815
239;-18094
240;-17331
241;-16566
242;-15742
243;-14919
244;-14042
245;-13131
246;-12192
247;-11228
248;-10209
249;-9142
250;-8039
251;-6882
252;-5678
253;-4392
254;-3041
255;-1588
